geoid,2020 median income,2020 median income margin of error,2020 race: total households,2020 race: total households margin of error,2020 race: White,2020 race: Black,2020 race: Asian,2020 race: Other,2020 race: 2 or more races
48209010914,125673,45186,2383,367,2152,78,3,59,83
48209010915,108715,32537,8758,1040,7650,17,222,218,651
48209010916,74798,9972,6354,912,5240,528,75,283,215
48209010917,89242,14433,4633,1299,3072,251,98,128,1084
48209010918,95400,8381,5878,781,4341,844,89,255,321
48209010919,65666,15312,8792,1781,6516,442,0,83,1596
48209010920,70000,48776,2311,580,1739,6,2,62,126
48209010921,44852,19204,3987,647,3483,14,0,274,166
48209010922,85129,4238,9172,904,7312,631,160,354,568
48209010923,81250,20061,7809,1669,5680,904,114,179,921
48209010924,83968,8784,5250,1010,3926,403,7,97,817
48209010925,71756,10604,6076,1016,4866,223,10,231,731
48211950300,59605,17072,3901,*****,3347,10,0,451,93
48213950101,47750,12771,3143,155,2765,243,4,91,11
48213950102,44604,12797,3448,549,3377,0,18,43,0
48213950201,68333,37808,2585,625,1820,117,0,118,530
48213950202,70022,25529,3001,710,2916,6,0,0,0
48213950301,50283,8149,2825,645,2542,11,2,197,38
48213950302,53456,17782,2182,331,1872,86,0,0,167
48213950303,60189,6575,2348,521,2114,98,11,52,47
48213950400,56025,5250,5132,817,4692,55,0,75,245
48213950500,35000,14150,2741,415,2439,138,30,15,119
48213950601,56231,15067,4174,506,3850,191,0,47,86
48213950603,48173,6428,1990,320,1965,0,0,0,0
48213950604,53382,7368,2953,495,2753,22,105,22,51
48213950700,45402,4684,4601,610,4455,13,0,7,126
48213950801,46917,8780,2412,385,2093,172,17,5,108
48213950802,48472,6044,2610,485,2341,0,0,109,160
48213950902,45742,9535,2223,318,1657,409,8,47,90
48213950903,61289,15540,2308,393,2207,41,0,12,16
48213950904,42246,12692,3859,820,3259,77,13,15,490
48213950905,41368,18861,2183,433,2144,0,4,14,21
48213951000,40200,8020,2215,435,1699,415,0,51,30
48213951101,52413,31287,1518,495,1343,0,0,0,175
48213951102,58846,24934,2881,951,2681,38,0,11,119
48213951201,43547,20784,3463,613,2544,307,21,14,500
48213951202,27019,9807,2697,556,1866,772,0,0,59
48213951300,46105,15171,5848,622,4456,1056,231,4,91
48213951401,47034,12566,2568,433,1915,518,10,0,116
48213951402,72109,14232,2077,326,1932,28,43,0,32
48213951403,71367,8040,1984,361,1946,0,0,1,37
48215020103,24511,12844,2770,463,2296,8,0,47,419
48215020104,33396,4319,1213,386,824,0,0,389,0
48215020105,18586,6008,2241,521,2153,2,0,53,33
48215020106,42955,12154,2687,904,2509,0,0,8,170
48215020107,64104,13928,3576,963,2695,89,0,404,388
48215020108,52891,10597,2799,714,1970,70,0,413,346
48215020205,36886,6818,5187,685,4382,0,0,328,477
48215020206,27610,14235,4900,682,3754,0,0,588,558
48215020207,42357,19006,3508,1102,2366,62,0,164,909
48215020208,41065,13913,4556,785,3415,22,0,258,861
48215020209,51114,15997,3566,791,2479,0,0,191,896
48215020210,43974,22991,4437,660,3777,0,0,327,333
48215020211,55246,19491,4915,1443,3796,0,0,46,1073
48215020303,112542,39677,3681,508,3236,0,112,322,7
48215020304,97250,33858,2743,436,2343,0,134,121,145
48215020305,50491,21111,3600,635,3029,0,67,75,415
48215020306,48054,8333,4018,800,3215,0,0,233,570
48215020307,71556,34510,5101,933,4300,47,0,412,342
48215020403,27467,12890,4808,799,3475,10,0,631,692
48215020405,70988,37222,3119,661,1463,0,74,1142,440
48215020406,51360,13519,7751,2360,3542,0,345,1441,2423
48215020407,46493,8099,2464,830,1550,0,16,284,600
48215020408,37554,7736,2320,456,1597,0,0,723,0
48215020409,41823,16239,1077,343,903,0,35,139,0
48215020505,17909,6149,2133,389,1273,1,0,802,0
48215020506,41064,2543,2627,549,1204,124,195,897,207
48215020507,20038,7179,2455,512,991,0,0,1376,88
48215020508,30238,23121,2316,622,1389,0,0,886,41
48215020509,36004,5284,3108,647,1895,0,0,1172,41
48215020510,69250,39249,2971,626,2063,0,12,896,0
48215020511,38016,16224,3137,937,2009,0,173,504,451
48215020512,-,**,1516,306,388,0,0,1128,0
48215020513,18423,9984,3441,1285,1555,0,0,1886,0
48215020600,21056,3681,1843,354,930,0,0,744,169
48215020724,72802,25108,4083,716,2185,0,251,1137,480
48215020725,38077,7921,3947,554,3020,0,0,581,346
48215020727,54776,27416,5345,1629,3050,0,471,835,960
48215020728,39280,27292,2215,373,2117,0,32,0,0
48215020729,19428,6051,2239,343,1460,0,0,671,108
48215020730,23810,11006,2752,549,1292,0,0,1077,383
48215020731,25827,7313,2793,739,1649,58,0,794,292
48215020732,63203,33554,4274,841,2746,0,0,1273,255
48215020733,50862,17739,3309,806,3017,0,124,60,108
48215020734,77019,41303,3228,354,2879,0,134,80,135
48215020735,-,**,3292,2125,1318,0,17,526,1431
48215020736,56914,16689,2595,589,1423,126,614,26,406
48215020804,49063,14444,4233,599,3506,26,71,528,87
48215020805,50417,32226,3021,631,2023,0,0,701,297
48215020806,57500,26727,4139,764,2715,48,152,644,580
48215020807,70714,19581,2306,577,1741,7,22,173,363
48215020808,57561,33005,2716,576,1997,0,11,290,418
48215020905,62443,13793,3509,840,2397,434,238,175,265
48215020906,89886,30994,2658,604,1684,21,79,310,564
48215020907,47056,6710,2921,914,1787,55,89,319,576
48215020908,65605,15589,2908,743,1751,124,0,311,722
48215020909,46750,23356,2308,476,1424,0,16,580,288
48215020910,56429,10998,2118,260,1950,66,15,47,40
48215021001,-,**,2298,781,1809,0,0,69,420
48215021002,23125,8595,1765,352,1009,18,0,591,147
48215021003,80547,36078,2731,651,2062,0,0,615,54
48215021100,24353,8733,3228,890,1807,0,0,993,343
48215021201,50500,26316,2982,526,1933,11,95,816,110
48215021203,57929,20471,2952,576,1557,14,62,1049,270
48215021204,37091,10979,2204,446,1381,8,143,503,169
48215021306,24408,6832,3563,754,3223,0,0,340,0
48215021307,49783,13169,5658,1613,3998,0,0,845,815
48215021308,32321,17975,2298,504,723,2,0,1573,0
48215021309,47447,7098,3482,532,1950,0,0,1469,63
48215021310,39961,6028,3279,660,1654,0,0,1486,139
48215021311,34441,10322,5312,738,1933,0,0,3248,123
48215021312,34187,15591,4560,1416,4293,0,0,159,108
48215021313,17695,2712,3449,890,2050,67,0,1162,151
48215021314,37331,11914,3454,448,3078,0,150,226,0
48215021315,52206,17908,5424,1639,3574,0,0,708,1142
48215021401,31906,12260,5743,758,5222,10,0,343,168
48215021405,39375,21013,3559,792,2619,0,26,424,490
48215021406,82888,28287,3275,1622,3025,10,0,119,121
48215021407,41714,8397,2886,698,2285,0,0,601,0
48215021408,55711,7082,4359,685,4113,0,60,113,73
48215021409,44235,8498,2376,658,2325,14,0,37,0
48215021500,34444,5862,3937,503,3412,0,0,433,85
48215021600,22111,2147,4089,868,3270,0,0,767,52
48215021703,29371,10279,4529,1079,4152,13,0,364,0
48215021704,49598,9007,6004,1031,4680,18,119,756,431
48215021705,40825,12624,5434,899,5030,0,0,178,217
48215021706,56250,27898,3999,1058,2878,0,0,452,669
48215021707,52902,19883,2433,520,2202,0,0,95,136
48215021803,42526,14718,5021,663,4399,0,0,458,164
48215021804,34189,20967,3855,840,3126,3,0,636,90
48215021807,34911,19021,5015,1233,3145,0,0,275,1595
48215021808,36168,6784,5193,692,4818,0,0,337,38
48215021809,31304,2628,4183,737,4049,0,0,134,0
48215021810,51917,13522,4418,1088,4049,0,0,103,266
48215021903,36053,14060,5357,1086,4870,0,16,156,315
48215021904,50875,12878,4392,780,4141,0,0,228,23
48215021905,31879,10285,4949,1382,4347,0,0,0,602
48215021906,42178,11887,4457,1038,3710,0,0,292,449
48215022005,47548,16813,4911,1136,4693,12,0,57,140
48215022006,49715,21413,6938,892,6470,0,0,259,202
48215022007,147586,56187,2670,1427,2645,0,0,25,0
48215022008,36113,4414,3278,866,3166,0,1,94,17
48215022009,43036,42388,3601,1088,3084,0,0,51,466
48215022010,36567,24278,4807,957,4410,0,0,348,21
48215022011,33676,15241,2898,852,2593,0,0,305,0
48215022105,18184,1698,3516,817,2583,0,0,414,519
48215022107,22672,11540,4522,945,3613,26,0,586,297
48215022108,86538,20679,815,232,811,0,0,4,0
48215022109,50601,7641,2881,664,2214,0,0,285,382
48215022110,31940,17725,3071,806,2018,0,0,590,463
48215022111,20364,8480,7592,1733,5444,0,0,1521,627
48215022112,28520,8452,4134,1032,3201,0,0,684,249
48215022113,27946,4548,2868,712,2212,0,0,512,144
48215022203,34145,4169,5057,1259,4197,2,139,465,254
48215022204,42803,17185,5342,1268,3875,0,16,1211,240
48215022205,34771,10033,3891,776,3350,0,0,439,94
48215022206,42250,16851,2474,526,2252,0,0,141,77
48215022301,53107,8706,5474,919,4616,50,0,322,486
48215022302,89211,25923,5110,1263,4288,125,11,415,257
48215022401,33516,8718,4424,803,3269,0,34,688,433
48215022402,61000,9834,7512,1011,5537,1,226,802,898
48215022502,47903,24746,6126,1027,4347,76,114,521,913
48215022503,21140,3486,3656,855,2030,0,0,1227,399
48215022504,39133,14691,3038,586,2426,32,0,265,315
48215022600,26342,3694,1985,469,1415,0,0,189,324
48215022703,30848,13901,1844,450,1379,0,0,294,168
48215022704,43218,12467,3371,518,2925,38,0,264,144
48215022705,30478,9773,1901,514,1597,0,0,130,152
48215022706,29895,3558,3707,725,2985,0,178,363,159
48215022801,32969,29302,5164,1031,3693,0,0,1262,209
48215022802,67672,35186,4374,1083,2704,0,0,757,913
48215022900,46280,9927,3650,517,3063,22,0,285,268
48215023000,29009,15012,5690,879,5070,16,0,344,258
48215023103,35778,9358,8467,1278,5682,25,8,1558,1163
48215023104,28568,5968,4820,767,3430,0,0,928,457
48215023105,60236,9956,5443,1099,3774,0,0,1047,622
48215023106,25174,4083,3259,1265,1385,0,0,754,1120
48215023516,28125,13578,4132,696,3825,0,0,60,247
48215023517,40592,10001,3733,909,3572,0,0,0,157
48215023518,55531,10532,7853,884,6490,157,49,344,800
48215023519,57872,51873,2636,694,2401,0,0,13,222
48215023520,30503,10579,3939,942,3269,0,0,243,427
48215023521,54722,15304,5311,810,4908,44,0,114,214
48215023522,46921,18030,3952,663,2675,43,290,657,244
48215023523,31887,18964,8117,2566,4978,0,0,928,2211
48215023524,42212,17892,7686,2705,4205,0,174,736,2571
48215023525,32800,5986,3576,1100,2567,0,0,33,976
48215023526,-,**,3411,812,2920,0,0,0,491
48215023527,37044,7893,5571,1148,4265,14,0,564,728
48215023528,50156,25373,5102,1401,4184,0,0,54,864
48215023529,38430,6271,7753,1260,6513,0,0,519,721
48215023530,45481,13235,9697,1000,6711,689,0,1481,809
48215023531,78837,13951,2262,385,2132,0,96,16,18
48215023532,67768,28980,2512,808,1556,0,0,181,723
48215023533,96012,28693,2759,579,2542,106,0,75,6
48215023534,73344,26469,6203,1566,3939,0,249,335,1680
48215023535,118917,47696,3189,898,2270,153,222,477,67
48215023536,80208,50105,2752,626,2023,0,275,133,321
48215023601,39554,26329,3109,721,2691,0,0,95,323
48215023602,45529,14083,5312,1058,4422,26,0,217,647
48215023700,41771,11566,5068,725,3829,0,29,250,960
48215023803,72646,20099,10573,1816,7219,0,77,96,3116
48215023804,28488,6075,2993,466,2708,52,13,174,23
48215023805,61094,26878,3397,848,3233,0,27,82,55
48215023806,75033,21993,7334,1215,5691,0,0,490,1081
48215023903,49135,21335,4380,628,3148,77,0,376,699
48215023905,112353,21517,6102,1048,4273,601,31,324,873
48215023906,72843,25139,10155,1815,5820,243,717,1120,2255
48215023907,35477,4306,3763,552,3011,38,104,299,288
48215023908,73617,8521,5617,1185,3699,61,625,158,1064
48215024001,34762,15506,2484,438,2153,17,0,160,154
48215024002,26190,13025,4485,951,3752,171,16,212,313
48215024003,43635,16473,4154,1071,3444,0,0,552,158
48215024004,61429,32756,5464,1151,4043,0,13,200,1208
48215024107,32813,4709,4902,1009,3841,69,22,135,835
48215024108,24677,14998,5630,1000,4990,0,0,108,532
48215024109,39601,8017,7903,1098,6327,8,0,199,1336
48215024115,66731,13927,7074,2225,4415,80,20,524,1975
48215024116,47372,44610,3911,1127,2788,31,190,167,735
48215024117,58043,7753,3001,471,2579,0,0,270,152
48215024118,40295,9914,4571,693,3951,0,131,218,238
48215024119,37754,10816,6171,976,5311,0,0,137,723
48215024120,28125,10778,4464,771,3937,0,0,81,446
48215024121,26680,2979,3797,779,3188,0,0,193,416
48215024122,21528,6194,4134,1192,3299,0,0,59,776
48215024123,16375,9245,3334,852,2610,0,0,91,597
48215024124,26896,5617,3407,815,2738,0,0,16,634
48215024125,26799,4320,2726,582,2262,0,0,151,313
48215024126,26120,3482,5357,1168,3884,0,0,182,1291
48215024127,39259,16888,4673,1087,3621,0,0,436,594
48215024128,40471,6211,8109,1095,6285,0,0,205,1619
48215024129,36332,30265,3280,1096,1771,0,0,328,1181
48215024130,47188,34014,1429,492,1312,0,0,104,13
48215024131,-,**,293,255,155,0,0,53,85
48215024132,33301,16792,2994,611,2272,0,0,282,440
48215024204,39837,11151,3755,618,3322,0,47,113,272
48215024206,24261,2574,4445,541,3854,0,0,52,539
48215024207,48681,11492,2862,479,2819,31,0,12,0
48215024208,43596,6911,3862,705,2745,0,90,146,881
48215024209,37931,14516,3671,867,2965,0,0,388,317
48215024210,42219,15576,4488,659,3995,0,49,217,227
48215024211,22615,6544,6649,1944,4954,0,0,64,1631
48215024212,-,**,6503,2512,5307,0,0,73,1123
48215024301,46875,11046,1175,357,1063,0,0,35,67
48215024302,-,**,2097,1084,1078,0,0,41,978
48215024403,40214,5445,6950,737,6055,0,0,236,659
48215024404,35844,4739,3851,1015,2957,0,0,63,831
48215024405,65865,34266,4021,1083,3804,104,0,113,0
48215024406,59939,14006,7701,3410,5727,0,0,1036,938
48215024501,24505,18726,3227,657,2498,0,0,590,139
48215024502,31196,4234,4000,373,3597,0,0,186,198
48215024600,37181,6746,6308,542,4324,10,0,1014,950
48215980000,-,**,0,14,0,0,0,0,0
48217960100,61712,4828,4076,380,3517,143,0,199,207
48217960200,69958,7824,4165,391,4026,11,0,6,62
48217960400,36250,5315,2052,347,1998,8,0,11,35
48217960501,65817,9528,4077,515,3793,28,0,0,58
48217960502,64216,15583,2060,326,1968,4,34,0,33
48217960600,32429,9061,1299,222,909,171,11,182,26
48217960700,67279,11768,2155,246,1933,131,20,36,32
48217960800,64875,16757,3210,315,2536,333,107,92,126
48217960900,36300,8329,1943,249,1274,316,0,317,12
48217961000,48598,19941,2385,335,1052,598,0,291,371
48217961100,54928,7997,3950,416,3373,180,3,162,218
48217961400,41370,4176,4737,522,4144,316,6,138,93
48219950100,41477,5514,1495,239,1202,11,0,79,173
48219950200,60536,13866,4343,385,3997,76,0,77,184
48219950300,51610,6696,4255,410,3210,160,39,384,462
48219950400,35511,5237,4472,476,3582,195,0,464,227
48219950500,58438,17650,5135,417,3999,308,28,204,523
48219950600,72045,10842,1596,236,1366,6,0,31,190
48219950700,53542,20934,1690,242,1424,9,14,38,187
48221160100,47701,8544,5116,593,4705,139,27,30,215
48221160204,51131,13221,3580,564,3489,0,0,19,0
48221160206,66250,14659,4171,499,3933,58,21,54,18
48221160210,96944,24712,6518,855,6063,0,117,0,338
48221160211,60871,5666,3960,635,3890,0,0,10,27
48221160212,63333,9801,3781,580,3635,99,0,47,0
48221160213,98389,9352,3555,374,3519,0,0,11,25
48221160214,81875,18473,4207,647,3610,13,29,39,516
48221160215,29487,7355,2725,460,2666,0,0,0,25
48221160216,65086,22276,3399,614,3241,0,0,0,77
48221160217,74583,18530,4751,821,4255,270,139,37,50
48221160218,115707,10221,4253,526,4049,0,2,7,195
48221160302,66290,13115,4690,705,4454,8,18,20,44
48221160303,65585,11190,5319,598,5051,10,2,158,43
48223950100,53906,8917,3019,341,2803,34,50,5,108
48223950200,62576,7241,4651,417,4258,11,2,161,178
48223950301,71031,13595,2420,371,2111,28,0,214,59
48223950302,69677,8649,3511,545,3194,59,17,181,42
48223950401,55368,9080,4364,517,3528,230,10,540,56
48223950402,49261,6003,4006,454,3594,151,31,127,103
48223950500,49928,6690,2885,371,1963,644,0,126,93
48223950600,42780,6513,3906,458,2560,1159,124,0,55
48223950700,46769,7976,4957,478,3805,159,26,681,277
48223950800,58897,20298,2989,448,2659,139,4,85,102
48225950101,34244,5011,2127,298,1550,555,0,22,0
48225950102,45543,11197,3122,575,2589,528,0,0,5
48225950200,43158,8344,1211,191,899,298,11,0,3
48225950300,27422,10271,3121,337,1588,1235,45,4,239
48225950400,27168,4115,2681,334,1289,1360,0,0,25
48225950500,44281,9656,4123,458,3482,424,9,177,31
48225950600,31643,6833,1311,321,1017,221,0,0,73
48225950700,53716,12423,5246,659,3747,1209,10,19,212
48227950100,77500,42033,2149,374,1990,0,0,68,69
48227950200,55950,9913,1874,300,1799,0,0,48,27
48227950300,28654,12470,2351,482,1828,149,14,218,142
48227950400,39213,10819,4053,643,3179,229,0,567,72
48227950500,53932,9710,3299,470,2372,280,4,458,185
48227950600,69297,11129,4604,576,3905,109,53,287,250
48227950700,56541,6153,3573,545,2829,231,30,83,289
48227950801,66024,6937,4273,439,3308,180,0,225,411
48227950802,56048,22042,5469,626,3463,610,43,712,530
48227950900,79500,11580,4568,514,3813,208,53,219,267
48229950300,31505,6170,4687,*****,2524,63,62,1030,1005
48231960100,60203,20784,3172,592,2451,221,242,197,61
48231960200,61782,11992,2594,475,2354,205,0,21,8
48231960300,64980,5967,4251,629,3764,66,0,215,125
48231960400,62575,17930,5275,739,3932,347,5,604,335
48231960500,46960,10797,3785,437,2512,985,27,119,91
48231960600,32006,4673,4664,382,2543,967,211,429,261
48231960700,60735,7824,5463,627,4951,57,75,239,136
48231960800,31034,5081,3551,568,1286,891,0,1318,56
48231960900,30524,3951,5525,759,2471,716,111,1716,511
48231961000,50142,10281,5476,677,3713,1109,24,539,36
48231961101,76719,19549,4129,859,3753,58,163,119,13
48231961102,78983,14021,3264,575,2896,108,0,0,260
48231961200,66087,22675,5716,1003,4743,377,37,86,394
48231961300,49142,13505,6632,832,5436,503,138,220,195
48231961401,75574,13065,5504,585,4406,577,0,269,130
48231961402,88281,18891,4535,618,4037,32,58,225,166
48231961501,108690,28945,3307,387,2966,14,34,254,39
48231961502,92875,13891,5440,508,4889,34,50,261,169
48231961503,55938,10355,4958,752,4471,59,52,71,214
48231961600,42500,19967,6330,671,5582,16,31,455,218
48231961700,44654,9644,2631,374,2459,0,8,28,104
48233950200,49205,6931,2156,312,1580,13,17,174,372
48233950501,58203,7068,3866,418,3577,84,12,7,112
48233950502,63203,6632,1240,237,1168,6,0,0,50
48233950600,51167,13328,3161,462,2329,276,0,55,458
48233950700,24819,14064,1806,423,1612,23,1,1,81
48233950800,46103,20736,538,119,485,29,1,10,13
48233950900,60848,18849,4190,481,3713,28,25,259,86
48233951000,95650,16114,4148,538,3491,0,36,190,327
48235950100,53778,10649,1553,162,1145,76,0,332,0
48237950100,72188,11763,3000,295,2509,269,0,30,192
48237950300,31086,5463,3294,179,3082,54,0,107,51
48237950500,57742,8911,2594,218,2546,5,22,0,21
48239950100,61208,17598,5560,539,5038,68,26,276,152
48239950200,47813,8300,4060,511,3114,569,32,245,88
48239950300,72457,15498,5202,623,4187,484,4,60,467
48241950101,64107,27327,2563,538,2362,106,0,37,56
48241950102,71652,29757,3206,617,2911,217,12,29,0
48241950200,31532,10183,3405,452,1203,2194,0,8,0
48241950300,26772,9276,3316,530,917,1773,17,554,9
48241950400,38520,2435,5035,738,3746,635,113,443,98
48241950500,48963,22585,5192,880,4623,412,0,0,157
48241950600,24327,2410,2493,362,1728,432,12,230,35
48241950701,85536,13002,3754,554,3535,0,6,6,207
48241950702,48466,29279,4187,713,3868,0,0,51,268
48241950800,37869,13843,2411,625,2225,97,0,47,42
48243950100,-,**,2245,1564,2004,21,0,145,75
48245000101,55168,9546,4726,739,2126,2163,197,26,214
48245000102,40298,6660,2588,521,714,1622,0,16,236
48245000103,21448,3230,3355,414,502,2784,19,22,28
